SeqName	Hit-Desc	GO-Group	GO-ID	Term
HMEL005775-PA	trna-splicing ligase homolog	C	GO:0072669	tRNA-splicing ligase complex
HMEL005775-PA	trna-splicing ligase homolog	F	GO:0003972	RNA ligase (ATP) activity
HMEL005775-PA	trna-splicing ligase homolog	P	GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation
HMEL005775-PA	trna-splicing ligase homolog	F	GO:0005524	ATP binding
HMEL005776-PA	glycerol kinase 3-like	F	GO:0004370	glycerol kinase activity
HMEL005776-PA	glycerol kinase 3-like	P	GO:0005975	carbohydrate metabolic process
HMEL005776-PA	glycerol kinase 3-like	P	GO:0006072	glycerol-3-phosphate metabolic process
HMEL005776-PA	glycerol kinase 3-like	P	GO:0016310	phosphorylation
HMEL005776-PA	glycerol kinase 3-like	P	GO:0046486	glycerolipid metabolic process
HMEL005778-PA	sodium- and chloride-dependent gaba transporter ine-like	P	GO:0006836	neurotransmitter transport
HMEL005778-PA	sodium- and chloride-dependent gaba transporter ine-like	F	GO:0005328	neurotransmitter:sodium symporter activity
HMEL005778-PA	sodium- and chloride-dependent gaba transporter ine-like	P	GO:0042066	perineurial glial growth
HMEL005778-PA	sodium- and chloride-dependent gaba transporter ine-like	F	GO:0009881	photoreceptor activity
HMEL005778-PA	sodium- and chloride-dependent gaba transporter ine-like	C	GO:0016021	integral to membrane
HMEL005778-PA	sodium- and chloride-dependent gaba transporter ine-like	P	GO:0019226	transmission of nerve impulse
HMEL005778-PA	sodium- and chloride-dependent gaba transporter ine-like	F	GO:0005034	osmosensor activity
HMEL005778-PA	sodium- and chloride-dependent gaba transporter ine-like	P	GO:0006812	cation transport
HMEL005778-PA	sodium- and chloride-dependent gaba transporter ine-like	P	GO:0007165	signal transduction
HMEL005779-PA	notch-like protein	P	GO:0010466	negative regulation of peptidase activity
HMEL005779-PA	notch-like protein	P	GO:0048813	dendrite morphogenesis
HMEL005779-PA	notch-like protein	P	GO:0000082	G1/S transition of mitotic cell cycle
HMEL005779-PA	notch-like protein	P	GO:0007424	open tracheal system development
HMEL005779-PA	notch-like protein	F	GO:0004867	serine-type endopeptidase inhibitor activity
HMEL005779-PA	notch-like protein	C	GO:0031523	Myb complex
HMEL005779-PA	notch-like protein	P	GO:0008069	dorsal/ventral axis specification, ovarian follicular epithelium
HMEL005779-PA	notch-like protein	P	GO:0051726	regulation of cell cycle
HMEL005779-PA	notch-like protein	F	GO:0008134	transcription factor binding
HMEL005779-PA	notch-like protein	P	GO:0008362	chitin-based embryonic cuticle biosynthetic process
HMEL005779-PA	notch-like protein	F	GO:0001077	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription
HMEL005779-PA	notch-like protein	P	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
HMEL005779-PA	notch-like protein	P	GO:0060537	muscle tissue development
HMEL005779-PA	notch-like protein	P	GO:0045850	positive regulation of nurse cell apoptotic process
HMEL005779-PA	notch-like protein	F	GO:0004519	endonuclease activity
HMEL005779-PA	notch-like protein	P	GO:0042023	DNA endoreduplication
HMEL005779-PA	notch-like protein	P	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
HMEL005779-PA	notch-like protein	P	GO:0040005	chitin-based cuticle attachment to epithelium
HMEL005779-PA	notch-like protein	F	GO:0051539	4 iron, 4 sulfur cluster binding
HMEL005779-PA	notch-like protein	P	GO:0019730	antimicrobial humoral response
HMEL005779-PA	notch-like protein	C	GO:0035189	Rb-E2F complex
HMEL005779-PA	notch-like protein	P	GO:0046331	lateral inhibition
HMEL005779-PA	notch-like protein	F	GO:0043565	sequence-specific DNA binding
HMEL005779-PA	notch-like protein	P	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage
HMEL005779-PA	notch-like protein	P	GO:0007307	eggshell chorion gene amplification
HMEL005779-PA	notch-like protein	P	GO:0007113	endomitotic cell cycle
HMEL005779-PA	notch-like protein	F	GO:0005509	calcium ion binding
HMEL005779-PA	notch-like protein	F	GO:0001012	RNA polymerase II regulatory region DNA binding
HMEL005779-PA	notch-like protein	P	GO:0007475	apposition of dorsal and ventral imaginal disc-derived wing surfaces
HMEL005779-PA	notch-like protein	P	GO:0035206	regulation of hemocyte proliferation
HMEL005779-PA	notch-like protein	C	GO:0005576	extracellular region
HMEL005779-PA	notch-like protein	C	GO:0031012	extracellular matrix
HMEL005781-PA	mitochondrial pyruvate carrier 1-like	C	GO:0005743	mitochondrial inner membrane
HMEL005781-PA	mitochondrial pyruvate carrier 1-like	P	GO:0006850	mitochondrial pyruvate transport
HMEL005783-PA	mitochondrial ribosomal protein l1	C	GO:0005840	ribosome
HMEL005785-PA	cg13189-pa	P	GO:0055085	transmembrane transport
HMEL005785-PA	cg13189-pa	F	GO:0046873	metal ion transmembrane transporter activity
HMEL005785-PA	cg13189-pa	P	GO:0030001	metal ion transport
HMEL005785-PA	cg13189-pa	C	GO:0016020	membrane
HMEL005786-PA	ribosomal protein s6 kinase alpha-3-like	P	GO:0006468	protein phosphorylation
HMEL005786-PA	ribosomal protein s6 kinase alpha-3-like	F	GO:0005524	ATP binding
HMEL005786-PA	ribosomal protein s6 kinase alpha-3-like	F	GO:0000287	magnesium ion binding
HMEL005786-PA	ribosomal protein s6 kinase alpha-3-like	P	GO:0007243	intracellular protein kinase cascade
HMEL005786-PA	ribosomal protein s6 kinase alpha-3-like	F	GO:0004674	protein serine/threonine kinase activity
HMEL005786-PA	ribosomal protein s6 kinase alpha-3-like	P	GO:0009069	serine family amino acid metabolic process
HMEL005787-PA	organic cation transporter	C	GO:0016021	integral to membrane
HMEL005787-PA	organic cation transporter	F	GO:0022857	transmembrane transporter activity
HMEL005787-PA	organic cation transporter	P	GO:0055085	transmembrane transport
HMEL005788-PA	caax prenyl protease 1 homolog	C	GO:0016020	membrane
HMEL005788-PA	caax prenyl protease 1 homolog	F	GO:0004222	metalloendopeptidase activity
HMEL005788-PA	caax prenyl protease 1 homolog	P	GO:0006508	proteolysis
HMEL005788-PA	caax prenyl protease 1 homolog	P	GO:0071586	CAAX-box protein processing
HMEL005789-PA	partner of burs	C	GO:0005576	extracellular region
HMEL005789-PA	partner of burs	F	GO:0005179	hormone activity
HMEL005789-PA	partner of burs	F	GO:0016491	oxidoreductase activity
HMEL005789-PA	partner of burs	P	GO:0032259	methylation
HMEL005789-PA	partner of burs	F	GO:0003677	DNA binding
HMEL005789-PA	partner of burs	P	GO:0055114	oxidation-reduction process
HMEL005789-PA	partner of burs	F	GO:0008168	methyltransferase activity
HMEL005789-PA	partner of burs	C	GO:0016020	membrane
HMEL005789-PA	partner of burs	F	GO:0008083	growth factor activity
HMEL005789-PA	partner of burs	P	GO:0007165	signal transduction
HMEL005789-PA	partner of burs	P	GO:0008283	cell proliferation
HMEL005789-PA	partner of burs	P	GO:0040007	growth
HMEL005791-PA	cg13419	F	GO:0005184	neuropeptide hormone activity
HMEL005791-PA	cg13419	C	GO:0031395	bursicon neuropeptide hormone complex
HMEL005791-PA	cg13419	P	GO:0046425	regulation of JAK-STAT cascade
HMEL005791-PA	cg13419	P	GO:0044130	negative regulation of growth of symbiont in host
HMEL005791-PA	cg13419	P	GO:0007430	terminal branching, open tracheal system
HMEL005791-PA	cg13419	P	GO:0060439	trachea morphogenesis
HMEL005791-PA	cg13419	F	GO:0071855	neuropeptide receptor binding
HMEL005791-PA	cg13419	P	GO:0045571	negative regulation of imaginal disc growth
HMEL005791-PA	cg13419	P	GO:0048082	regulation of adult chitin-containing cuticle pigmentation
HMEL005791-PA	cg13419	P	GO:0035090	maintenance of apical/basal cell polarity
HMEL005791-PA	cg13419	C	GO:0043195	terminal bouton
HMEL005791-PA	cg13419	P	GO:0007476	imaginal disc-derived wing morphogenesis
HMEL005791-PA	cg13419	P	GO:0007218	neuropeptide signaling pathway
HMEL005792-PA	lysine-specific histone demethylase 1a-like	P	GO:0080090	regulation of primary metabolic process
HMEL005792-PA	lysine-specific histone demethylase 1a-like	P	GO:1901576	organic substance biosynthetic process
HMEL005792-PA	lysine-specific histone demethylase 1a-like	P	GO:0055114	oxidation-reduction process
HMEL005792-PA	lysine-specific histone demethylase 1a-like	P	GO:0044260	cellular macromolecule metabolic process
HMEL005792-PA	lysine-specific histone demethylase 1a-like	P	GO:0032259	methylation
HMEL005792-PA	lysine-specific histone demethylase 1a-like	F	GO:0003677	DNA binding
HMEL005792-PA	lysine-specific histone demethylase 1a-like	F	GO:0016491	oxidoreductase activity
HMEL005792-PA	lysine-specific histone demethylase 1a-like	P	GO:0031326	regulation of cellular biosynthetic process
HMEL005792-PA	lysine-specific histone demethylase 1a-like	F	GO:0008168	methyltransferase activity
HMEL005792-PA	lysine-specific histone demethylase 1a-like	F	GO:0005515	protein binding
HMEL005796-PA	zinc finger protein 708	F	GO:0008270	zinc ion binding
HMEL005796-PA	zinc finger protein 708	F	GO:0003676	nucleic acid binding
HMEL005796-PA	zinc finger protein 708	C	GO:0005794	Golgi apparatus
HMEL005796-PA	zinc finger protein 708	C	GO:0005634	nucleus
HMEL005802-PA	myosin heavy non-muscle-like	F	GO:0003779	actin binding
HMEL005802-PA	myosin heavy non-muscle-like	C	GO:0016459	myosin complex
HMEL005802-PA	myosin heavy non-muscle-like	F	GO:0005524	ATP binding
HMEL005802-PA	myosin heavy non-muscle-like	F	GO:0003774	motor activity
HMEL005803-PA	oxidase peroxidase	F	GO:0020037	heme binding
HMEL005803-PA	oxidase peroxidase	F	GO:0004601	peroxidase activity
HMEL005803-PA	oxidase peroxidase	P	GO:0055114	oxidation-reduction process
HMEL005803-PA	oxidase peroxidase	P	GO:0006979	response to oxidative stress
HMEL005803-PA	oxidase peroxidase	P	GO:0006804	peroxidase reaction
HMEL005809-PA	argonaute 1	F	GO:0003676	nucleic acid binding
HMEL005809-PA	argonaute 1	F	GO:0005515	protein binding
HMEL005810-PA	mitochondrial ribosomal protein l53	C	GO:0005762	mitochondrial large ribosomal subunit
HMEL005810-PA	mitochondrial ribosomal protein l53	F	GO:0003735	structural constituent of ribosome
HMEL005810-PA	mitochondrial ribosomal protein l53	P	GO:0032543	mitochondrial translation
HMEL005810-PA	mitochondrial ribosomal protein l53	P	GO:0042254	ribosome biogenesis
HMEL005811-PA	eukaryotic translation initiation factor 3 subunit e	C	GO:0005852	eukaryotic translation initiation factor 3 complex
HMEL005811-PA	eukaryotic translation initiation factor 3 subunit e	C	GO:0016282	eukaryotic 43S preinitiation complex
HMEL005811-PA	eukaryotic translation initiation factor 3 subunit e	C	GO:0033290	eukaryotic 48S preinitiation complex
HMEL005811-PA	eukaryotic translation initiation factor 3 subunit e	P	GO:0006446	regulation of translational initiation
HMEL005811-PA	eukaryotic translation initiation factor 3 subunit e	P	GO:0001731	formation of translation preinitiation complex
HMEL005811-PA	eukaryotic translation initiation factor 3 subunit e	F	GO:0003743	translation initiation factor activity
HMEL005811-PA	eukaryotic translation initiation factor 3 subunit e	F	GO:0005515	protein binding
HMEL005811-PA	eukaryotic translation initiation factor 3 subunit e	C	GO:0005840	ribosome
HMEL005812-PA	death-inducer obliterator 1	P	GO:0006351	transcription, DNA-dependent
HMEL005812-PA	death-inducer obliterator 1	F	GO:0016817	hydrolase activity, acting on acid anhydrides
HMEL005812-PA	death-inducer obliterator 1	F	GO:0008270	zinc ion binding
HMEL005812-PA	death-inducer obliterator 1	F	GO:0005515	protein binding
HMEL005813-PA	mitochondrial ribonuclease p protein 1 homolog	P	GO:0032259	methylation
HMEL005813-PA	mitochondrial ribonuclease p protein 1 homolog	C	GO:0005739	mitochondrion
HMEL005813-PA	mitochondrial ribonuclease p protein 1 homolog	F	GO:0008168	methyltransferase activity
HMEL005814-PA	peptidyl-prolyl cis-trans isomerase-like	P	GO:0006457	protein folding
HMEL005814-PA	peptidyl-prolyl cis-trans isomerase-like	P	GO:0000413	protein peptidyl-prolyl isomerization
HMEL005814-PA	peptidyl-prolyl cis-trans isomerase-like	F	GO:0042277	peptide binding
HMEL005814-PA	peptidyl-prolyl cis-trans isomerase-like	C	GO:0005737	cytoplasm
HMEL005814-PA	peptidyl-prolyl cis-trans isomerase-like	F	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
HMEL005815-PA	organic anion transporter	P	GO:0006810	transport
HMEL005815-PA	organic anion transporter	C	GO:0016020	membrane
HMEL005815-PA	organic anion transporter	F	GO:0005215	transporter activity
HMEL005815-PA	organic anion transporter	F	GO:0005515	protein binding
HMEL005818-PA	ubiquitin carboxyl-terminal hydrolase faf-x	P	GO:0006511	ubiquitin-dependent protein catabolic process
HMEL005818-PA	ubiquitin carboxyl-terminal hydrolase faf-x	F	GO:0008234	cysteine-type peptidase activity
HMEL005818-PA	ubiquitin carboxyl-terminal hydrolase faf-x	F	GO:0004221	ubiquitin thiolesterase activity
HMEL005818-PA	ubiquitin carboxyl-terminal hydrolase faf-x	P	GO:0016579	protein deubiquitination
HMEL005819-PA	adenylate cyclase type 5-like	P	GO:0035556	intracellular signal transduction
HMEL005819-PA	adenylate cyclase type 5-like	C	GO:0016021	integral to membrane
HMEL005819-PA	adenylate cyclase type 5-like	F	GO:0004016	adenylate cyclase activity
HMEL005819-PA	adenylate cyclase type 5-like	F	GO:0000166	nucleotide binding
HMEL005819-PA	adenylate cyclase type 5-like	P	GO:0006171	cAMP biosynthetic process
HMEL005819-PA	adenylate cyclase type 5-like	P	GO:0006144	purine nucleobase metabolic process
HMEL005822-PA	hypothetical protein KGM_14034	P	GO:0035556	intracellular signal transduction
HMEL005822-PA	hypothetical protein KGM_14034	F	GO:0016849	phosphorus-oxygen lyase activity
HMEL005822-PA	hypothetical protein KGM_14034	P	GO:0009190	cyclic nucleotide biosynthetic process
HMEL005824-PA	stem cell isoform b	F	GO:0005509	calcium ion binding
HMEL005825-PA	stem cell isoform b	F	GO:0005509	calcium ion binding
HMEL005825-PA	stem cell isoform b	F	GO:0016787	hydrolase activity
HMEL005826-PA	spermatogenesis-associated protein 20-like	P	GO:0008152	metabolic process
HMEL005826-PA	spermatogenesis-associated protein 20-like	F	GO:0003824	catalytic activity
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0007411	axon guidance
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0006507	GPI anchor release
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0048190	wing disc dorsal/ventral pattern formation
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	F	GO:0005515	protein binding
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	F	GO:0008270	zinc ion binding
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0007412	axon target recognition
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0006029	proteoglycan metabolic process
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	C	GO:0000124	SAGA complex
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0048813	dendrite morphogenesis
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0006355	regulation of transcription, DNA-dependent
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	F	GO:0019213	deacetylase activity
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	C	GO:0005615	extracellular space
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0007517	muscle organ development
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	C	GO:0030014	CCR4-NOT complex
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	C	GO:0005737	cytoplasm
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0006511	ubiquitin-dependent protein catabolic process
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	F	GO:0003676	nucleic acid binding
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0030178	negative regulation of Wnt receptor signaling pathway
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0008347	glial cell migration
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	F	GO:0004843	ubiquitin-specific protease activity
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0016578	histone deubiquitination
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	F	GO:0004221	ubiquitin thiolesterase activity
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0007095	mitotic G2 DNA damage checkpoint
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0048076	regulation of compound eye pigmentation
HMEL005827-PA	ubiquitin carboxyl-terminal hydrolase 22-like	P	GO:0021782	glial cell development
HMEL005828-PA	cytohesin-1-like isoform 2	F	GO:0005543	phospholipid binding
HMEL005828-PA	cytohesin-1-like isoform 2	F	GO:0005086	ARF guanyl-nucleotide exchange factor activity
HMEL005828-PA	cytohesin-1-like isoform 2	P	GO:0032012	regulation of ARF protein signal transduction
HMEL005828-PA	cytohesin-1-like isoform 2	P	GO:0043087	regulation of GTPase activity
HMEL005830-PA	cytohesin-1-like isoform x2	F	GO:0005543	phospholipid binding
HMEL005830-PA	cytohesin-1-like isoform x2	F	GO:0005086	ARF guanyl-nucleotide exchange factor activity
HMEL005830-PA	cytohesin-1-like isoform x2	P	GO:0032012	regulation of ARF protein signal transduction
HMEL005830-PA	cytohesin-1-like isoform x2	P	GO:0043087	regulation of GTPase activity
HMEL005832-PA	tetraspanin 42ee	C	GO:0016021	integral to membrane
HMEL005833-PA	endoplasmic reticulum oxidoreduction 1-like protein	C	GO:0005789	endoplasmic reticulum membrane
HMEL005833-PA	endoplasmic reticulum oxidoreduction 1-like protein	F	GO:0050660	flavin adenine dinucleotide binding
HMEL005833-PA	endoplasmic reticulum oxidoreduction 1-like protein	P	GO:0006457	protein folding
HMEL005833-PA	endoplasmic reticulum oxidoreduction 1-like protein	F	GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
HMEL005833-PA	endoplasmic reticulum oxidoreduction 1-like protein	F	GO:0003756	protein disulfide isomerase activity
HMEL005833-PA	endoplasmic reticulum oxidoreduction 1-like protein	P	GO:0055114	oxidation-reduction process
HMEL005840-PA	h+ transporting atp synthase subunit d	F	GO:0015078	hydrogen ion transmembrane transporter activity
HMEL005840-PA	h+ transporting atp synthase subunit d	P	GO:0015986	ATP synthesis coupled proton transport
HMEL005840-PA	h+ transporting atp synthase subunit d	C	GO:0005875	microtubule associated complex
HMEL005840-PA	h+ transporting atp synthase subunit d	C	GO:0005811	lipid particle
HMEL005840-PA	h+ transporting atp synthase subunit d	C	GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)
HMEL005841-PA	phospholipase d	P	GO:0007349	cellularization
HMEL005841-PA	phospholipase d	P	GO:0010004	gastrulation involving germ band extension
HMEL005841-PA	phospholipase d	P	GO:0007602	phototransduction
HMEL005841-PA	phospholipase d	F	GO:0035091	phosphatidylinositol binding
HMEL005841-PA	phospholipase d	C	GO:0031410	cytoplasmic vesicle
HMEL005841-PA	phospholipase d	P	GO:0048215	positive regulation of Golgi vesicle fusion to target membrane
HMEL005841-PA	phospholipase d	F	GO:0004630	phospholipase D activity
HMEL005841-PA	phospholipase d	P	GO:0007030	Golgi organization
HMEL005841-PA	phospholipase d	P	GO:0009395	phospholipid catabolic process
HMEL005842-PA	tyrosine-protein phosphatase 99a-like	F	GO:0004725	protein tyrosine phosphatase activity
HMEL005842-PA	tyrosine-protein phosphatase 99a-like	F	GO:0042802	identical protein binding
HMEL005842-PA	tyrosine-protein phosphatase 99a-like	P	GO:0035335	peptidyl-tyrosine dephosphorylation
HMEL005842-PA	tyrosine-protein phosphatase 99a-like	P	GO:0006570	tyrosine metabolic process
HMEL005843-PA	tyrosine-protein phosphatase 69d-like	F	GO:0004725	protein tyrosine phosphatase activity
HMEL005843-PA	tyrosine-protein phosphatase 69d-like	P	GO:0035335	peptidyl-tyrosine dephosphorylation
HMEL005843-PA	tyrosine-protein phosphatase 69d-like	F	GO:0005515	protein binding
HMEL005843-PA	tyrosine-protein phosphatase 69d-like	P	GO:0006570	tyrosine metabolic process
HMEL005845-PA	heat shock protein	P	GO:0006950	response to stress
HMEL005847-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	F	GO:0005388	calcium-transporting ATPase activity
HMEL005847-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	P	GO:0070588	calcium ion transmembrane transport
HMEL005847-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	C	GO:0016021	integral to membrane
HMEL005847-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	F	GO:0046872	metal ion binding
HMEL005847-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	P	GO:0006874	cellular calcium ion homeostasis
HMEL005847-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	F	GO:0005524	ATP binding
HMEL005847-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	C	GO:0005886	plasma membrane
HMEL005847-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	C	GO:0016529	sarcoplasmic reticulum
HMEL005848-PA	plasma membrane calcium-transporting atpase 3-like isoform x3	F	GO:0005388	calcium-transporting ATPase activity
HMEL005848-PA	plasma membrane calcium-transporting atpase 3-like isoform x3	P	GO:0070588	calcium ion transmembrane transport
HMEL005848-PA	plasma membrane calcium-transporting atpase 3-like isoform x3	C	GO:0016021	integral to membrane
HMEL005848-PA	plasma membrane calcium-transporting atpase 3-like isoform x3	F	GO:0046872	metal ion binding
HMEL005848-PA	plasma membrane calcium-transporting atpase 3-like isoform x3	F	GO:0005524	ATP binding
HMEL005848-PA	plasma membrane calcium-transporting atpase 3-like isoform x3	C	GO:0016529	sarcoplasmic reticulum
HMEL005849-PA	plasma membrane calcium-transporting	F	GO:0005388	calcium-transporting ATPase activity
HMEL005849-PA	plasma membrane calcium-transporting	P	GO:0070588	calcium ion transmembrane transport
HMEL005849-PA	plasma membrane calcium-transporting	C	GO:0016021	integral to membrane
HMEL005849-PA	plasma membrane calcium-transporting	F	GO:0046872	metal ion binding
HMEL005849-PA	plasma membrane calcium-transporting	F	GO:0005524	ATP binding
HMEL005849-PA	plasma membrane calcium-transporting	C	GO:0016529	sarcoplasmic reticulum
HMEL005850-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	F	GO:0005388	calcium-transporting ATPase activity
HMEL005850-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	P	GO:0070588	calcium ion transmembrane transport
HMEL005850-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	C	GO:0016021	integral to membrane
HMEL005850-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	F	GO:0046872	metal ion binding
HMEL005850-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	F	GO:0005524	ATP binding
HMEL005850-PA	plasma membrane calcium-transporting atpase 3-like isoform x4	C	GO:0016529	sarcoplasmic reticulum
HMEL005852-PA	solute carrier family 41 member 1-like	F	GO:0008324	cation transmembrane transporter activity
HMEL005852-PA	solute carrier family 41 member 1-like	P	GO:0006812	cation transport
HMEL005858-PA	zinc finger protein	F	GO:0003676	nucleic acid binding
HMEL005858-PA	zinc finger protein	F	GO:0046872	metal ion binding
HMEL005861-PA	amino acid transporter	C	GO:0016021	integral to membrane
HMEL005864-PA	short-chain dehydrogenase	P	GO:0006508	proteolysis
HMEL005864-PA	short-chain dehydrogenase	F	GO:0004222	metalloendopeptidase activity
HMEL005864-PA	short-chain dehydrogenase	C	GO:0031012	extracellular matrix
HMEL005864-PA	short-chain dehydrogenase	F	GO:0008270	zinc ion binding
HMEL005864-PA	short-chain dehydrogenase	F	GO:0016491	oxidoreductase activity
HMEL005865-PA	wd repeat-containing protein 66	F	GO:0005515	protein binding
HMEL005870-PA	hydroxyisourate hydrolase	F	GO:0033971	hydroxyisourate hydrolase activity
HMEL005870-PA	hydroxyisourate hydrolase	P	GO:0006144	purine nucleobase metabolic process
HMEL005870-PA	hydroxyisourate hydrolase	P	GO:0006810	transport
HMEL005871-PA	rna-binding protein 5	F	GO:0008270	zinc ion binding
HMEL005871-PA	rna-binding protein 5	F	GO:0003676	nucleic acid binding
HMEL005871-PA	rna-binding protein 5	F	GO:0000166	nucleotide binding
HMEL005874-PA	nicotinamide riboside kinase 1	P	GO:0019359	nicotinamide nucleotide biosynthetic process
HMEL005874-PA	nicotinamide riboside kinase 1	F	GO:0050262	ribosylnicotinamide kinase activity
HMEL005874-PA	nicotinamide riboside kinase 1	P	GO:0006769	nicotinamide metabolic process
HMEL005874-PA	nicotinamide riboside kinase 1	P	GO:0046497	nicotinate nucleotide metabolic process
HMEL005879-PA	mitochondrial ribosomal protein l54	C	GO:0005762	mitochondrial large ribosomal subunit
HMEL005879-PA	mitochondrial ribosomal protein l54	F	GO:0003735	structural constituent of ribosome
HMEL005879-PA	mitochondrial ribosomal protein l54	P	GO:0032543	mitochondrial translation
HMEL005879-PA	mitochondrial ribosomal protein l54	P	GO:0042254	ribosome biogenesis
HMEL005881-PA	beta- -galactosyltransferase 5-like	P	GO:0006486	protein glycosylation
HMEL005881-PA	beta- -galactosyltransferase 5-like	F	GO:0008378	galactosyltransferase activity
HMEL005881-PA	beta- -galactosyltransferase 5-like	C	GO:0016020	membrane
HMEL005882-PA	antennal esterase cxe5	F	GO:0016787	hydrolase activity
HMEL005884-PA	olfactory receptor	P	GO:0007608	sensory perception of smell
HMEL005884-PA	olfactory receptor	F	GO:0005549	odorant binding
HMEL005884-PA	olfactory receptor	C	GO:0016020	membrane
HMEL005884-PA	olfactory receptor	F	GO:0004984	olfactory receptor activity
HMEL005884-PA	olfactory receptor	P	GO:0007187	G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger
HMEL005892-PA	nadh dehydrogenase	F	GO:0008137	NADH dehydrogenase (ubiquinone) activity
HMEL005892-PA	nadh dehydrogenase	C	GO:0005743	mitochondrial inner membrane
HMEL005892-PA	nadh dehydrogenase	P	GO:0006120	mitochondrial electron transport, NADH to ubiquinone
HMEL005892-PA	nadh dehydrogenase	P	GO:0006744	ubiquinone biosynthetic process
HMEL005892-PA	nadh dehydrogenase	P	GO:0006814	sodium ion transport
HMEL005892-PA	nadh dehydrogenase	P	GO:0015992	proton transport
HMEL005893-PA	map kinse-erk kinase	P	GO:0006468	protein phosphorylation
HMEL005893-PA	map kinse-erk kinase	F	GO:0005524	ATP binding
HMEL005893-PA	map kinse-erk kinase	F	GO:0004674	protein serine/threonine kinase activity
HMEL005893-PA	map kinse-erk kinase	P	GO:0009069	serine family amino acid metabolic process
HMEL005894-PA	juvenile hormone acid methyltransferase	F	GO:0016740	transferase activity
HMEL005894-PA	juvenile hormone acid methyltransferase	P	GO:0008152	metabolic process
HMEL005895-PA	isoform d	P	GO:0007606	sensory perception of chemical stimulus
HMEL005895-PA	isoform d	F	GO:0005515	protein binding
HMEL005896-PA	cytochrome b5	C	GO:0043231	intracellular membrane-bounded organelle
HMEL005896-PA	cytochrome b5	C	GO:0016020	membrane
HMEL005896-PA	cytochrome b5	F	GO:0020037	heme binding
HMEL005897-PA	integrator complex subunit 9-like	P	GO:0006378	mRNA polyadenylation
HMEL005897-PA	integrator complex subunit 9-like	C	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex
HMEL005897-PA	integrator complex subunit 9-like	P	GO:0034472	snRNA 3'-end processing
HMEL005897-PA	integrator complex subunit 9-like	F	GO:0016787	hydrolase activity
HMEL005897-PA	integrator complex subunit 9-like	P	GO:0006379	mRNA cleavage
